0.99933,0.0099619,3.5638e-06,-6.9726e-09,3.5638e-06,-6.9726e-09,6.2276e-06,6.0382e-08,-1.5104e-05,-9.6814e-07,-1.5104e-05,-9.6814e-07,0.00021465,7.1596e-07,0.00045535,1.5188e-06
-0.13295,0.99216,0.00071169,-2.0074e-07,0.00071169,-2.0074e-07,0.0012434,1.4119e-05,-0.0030115,-0.00019801,-0.0030115,-0.00019801,0.042877,0.00021465,0.090956,0.00045535
3.5638e-06,-6.9726e-09,0.99933,0.0099619,3.5638e-06,-6.9726e-09,-1.5104e-05,-9.6814e-07,6.2276e-06,6.0382e-08,-1.5104e-05,-9.6814e-07,0.00021465,7.1596e-07,-0.00045535,-1.5188e-06
0.00071169,-2.0074e-07,-0.13295,0.99216,0.00071169,-2.0074e-07,-0.0030115,-0.00019801,0.0012434,1.4119e-05,-0.0030115,-0.00019801,0.042877,0.00021465,-0.090956,-0.00045535
3.5638e-06,-6.9726e-09,3.5638e-06,-6.9726e-09,0.99933,0.0099619,-1.5104e-05,-9.6814e-07,-1.5104e-05,-9.6814e-07,6.2276e-06,6.0382e-08,-0.00042931,-1.4319e-06,1.2865e-16,4.2982e-19
0.00071169,-2.0074e-07,0.00071169,-2.0074e-07,-0.13295,0.99216,-0.0030115,-0.00019801,-0.0030115,-0.00019801,0.0012434,1.4119e-05,-0.085754,-0.00042931,2.5609e-14,1.2865e-16
2.1555e-05,1.1153e-07,-2.7228e-05,-1.0086e-06,-2.7228e-05,-1.0086e-06,0.99923,0.0099411,-1.557e-05,-1.7865e-06,-1.557e-05,-1.7865e-06,-5.2408e-05,-1.7487e-07,-0.00011117,-3.7096e-07
0.0043022,2.9446e-05,-0.0054299,-0.00021014,-0.0054299,-0.00021014,-0.15318,0.98799,-0.0030983,-0.00036105,-0.0030983,-0.00036105,-0.01046,-5.2408e-05,-0.022189,-0.00011117
-2.7228e-05,-1.0086e-06,2.1555e-05,1.1153e-07,-2.7228e-05,-1.0086e-06,-1.557e-05,-1.7865e-06,0.99923,0.0099411,-1.557e-05,-1.7865e-06,-5.2408e-05,-1.7487e-07,0.00011117,3.7096e-07
-0.0054299,-0.00021014,0.0043022,2.9446e-05,-0.0054299,-0.00021014,-0.0030983,-0.00036105,-0.15318,0.98799,-0.0030983,-0.00036105,-0.01046,-5.2408e-05,0.022189,0.00011117
-2.7228e-05,-1.0086e-06,-2.7228e-05,-1.0086e-06,2.1555e-05,1.1153e-07,-1.557e-05,-1.7865e-06,-1.557e-05,-1.7865e-06,0.99923,0.0099411,0.00010482,3.4974e-07,-8.5634e-16,-2.8479e-18
-0.0054299,-0.00021014,-0.0054299,-0.00021014,0.0043022,2.9446e-05,-0.0030983,-0.00036105,-0.0030983,-0.00036105,-0.15318,0.98799,0.02092,0.00010482,-1.7205e-13,-8.5634e-16
1.0873e-05,2.4963e-07,1.0873e-05,2.4963e-07,-2.1746e-05,-4.9927e-07,-1.2667e-05,-6.107e-07,-1.2667e-05,-6.107e-07,2.5333e-05,1.2214e-06,1.0004,0.010001,2.2848e-16,7.6211e-19
0.0021734,5.3484e-05,0.0021734,5.3484e-05,-0.0043468,-0.00010697,-0.0025303,-0.00012613,-0.0025303,-0.00012613,0.0050606,0.00025226,0.07894,1.0004,4.5638e-14,2.2848e-16
1.5377e-05,3.5304e-07,-1.5377e-05,-3.5304e-07,3.9425e-18,-9.4079e-17,-1.7913e-05,-8.6366e-07,1.7913e-05,8.6366e-07,-8.5247e-20,-4.252e-20,1.8961e-16,6.3132e-19,1.0004,0.010001
0.0030736,7.5637e-05,-0.0030736,-7.5637e-05,1.1824e-15,-1.8784e-14,-0.0035784,-0.00017838,0.0035784,0.00017838,-2.4843e-17,-1.3043e-17,3.801e-14,1.8961e-16,0.07894,1.0004